Id,artist,album,title,Genre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,The Rope River Blues Band,Smith Enjoys a Full Bush.,Weatherman,SoulRB-Country-Folk-Pop-Experimental-Rock-Blues,Avant-Garde,melancholy,love to death,Ivanhoe,czHit,my pleasuredome,oni pout,the Beowulfs choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,The Woolen Men,Sunday EP,Boomerang,Rock,rapcore,alternative,alternative rock,Rage Against The Machine,political,hard rock,crossover,metal,ratm,rap rock,rap metal,90s,angry,Scaremongering,funk metal,funky,hip hop,alternative metal,year of tha boomerang,Soundtrack,rockin,downtempo,catchy,Grunge,ElectglitchdubhoP,Great Lyricists,Zack de la Rocha,guitar,Nu Metal,Best Of Alternate Rock,Rage against the Machine - Year of tha Boomerang,Alternate Rock,90s Rock,american,punk rock,leapsandloved,funk,my punk,electronic,good5,XdoodahXs faves,2rf,obeyos,SICmuSIC,good dot com,my room,political rapcore,socially relevant,english lyrics,politically conscious,rocket sauce,sound storm,blurred,blurry,evid punx hardcore,forboding,Power to the people,hard funk,hip hop metal,rap rock mix,4 of 10 stars,9 of 10 stars,ELeglitchdubhop,acordes geniales,Es rappelt im Karton,octwoct,Morose Deep dilate Crimson,let the guilty hang,heroes of my teenage,diow,leapsandloved2008,boomarang,kappe indi,Best Of Favorite Artists,kappe silence,kappe,mmt metal,rare voice,leapsandbounds favorite songs,besider,f4nk7 r4gg4,RockingButFunky,High School Soundtrack,Rightous,good beat,REVOLUTIONARY,rap-core,Talent,The Good Stuff,male vocals,mash-up,Funk Rock,favorit,Legendary,Fusion,guitar virtuoso,Hard,lyrics,,
1957,The Woolen Men,Pavilion EP,Dogs,Rock,hardcore,screamo,Christian Metalcore,The Devil Wears Prada,christian,deathcore,metal,Christian Hardcore,amazing,post-hardcore,grindcore,Dogs Can Grow Beards All Over,christain Metalcore,emocore,Mosh,christian metal,death metalcore,Rock Band Network,warped 2008,Awesome,warped 2009,progressive hardcore,christiancore,melodic metal,Better then sex,hardcore christian,Technical Metalcore,Emotional Hardcore,rock band,breakdown,metalXcore,Devil Wears Prada,moshcore,wraugh,epic,experimental,Favorite,Favourites,christcore,Random Metal,the warfield 2010,the fillmore 2008,summer,breakdowns,they play this in the queue for inferno,favorites,regency ballroom 2008,death metal,whatevercore,this song make me wanna destroy everything around me,Christian Grind,fuckingloveit,holynesz metal screaming,heavy,thedevilwearsprada,devilwearsprada,the boardwalk 2010,Favourite Songs,HardXcore,fantastic,good music,good song,Screamin For Christ,elisesfavorites,RBN VG,Post Apocalyptic Lounge,sadsa,cristhian,dogscan grow beards all over,dogs can grow beards,fart machine,dogs can grow bears all over,crunkcore,crabcore,335126489,apologye,elisesfavorite,warped 2011,music to listen while pederasting,Dogs n beards,Altar of the Metal Gods Neo-Classical Metal,Genisis,BLACKDAHLIAMURDER-statutory rape,Altar of the Metal Gods NWOBHM,Altar of the Metal Gods Pagan Metal,ahh love it,electronic wank,too much screaming,christian metalcore2,Altar of the Metal Gods Sludge,Popkes Screamo,Altar of the Metal Gods Technical Death Metal,Altar of the Metal Gods Black Metal,Altar of the Metal Gods Death Metal,Altar of the Metal Gods Ambient Metal,Altar of the Metal Gods Doom Metal,Altar of the Metal Gods Power Metal,Altar of the Metal Gods Symphonic Metal,,
1958,His Electro Blue Voice,split 7'',Call,Rock,alternative rock,alternative,Blue October,Love,indie,indie rock,favorites,american,emo,epic,Awesome,cimx-fm,aitch,chill,aitchawake,aitchchill,calling you,alt rock,alt. rock,aitchepic,happy,aitchsonic,pop,post-grunge,the crimson autumn playlist,MOONH8SUN,00s,gute laune,Favorite,sonic rock,soft rock,davaho53,amayzes loved,Rockisch,interesting,lovely,To someone special,FUCKING AWESOME,love songs,catchy,Awake,singer-songwriter,bands from texas,male vocalists,acoustic,memories,meine party,Moonlight,fun,slow,the best,texas,sad,brandon,something like summertime,just like you imagined,shoholabound,duel harmony,special ones,Post- Grunge,radioultra,alternative roch,sunshine smile,Chilled Choons,like to sing along,stimmen in mein Kopf,remember me,middle,lyricss,made me cry,altenrative,planetas,aaaaa,sweet lyrics,matthew,mushy stuff,Awesomness,stalkerish,listen some more,punk love,Feel-good-music,exactly,songs I fucking love to death,san marcos,song-songwriter,JackJames,vsfm,hurt love,song that rock,blueoctober,Woolgather,sjek,Deployment,frayed edges,those songs that we agree upon,spiderpoptarts,Angie 1379,thinking about the one that got away songs,,
1959,Nothing People,In the City b/w Really Cool Time,In the City,Rock,electronica,chillout,french,chill,ambient,trip-hop,electro,Air,synth pop,relax,synthpop,relaxing,warm,Dreamy,chill out,00s,Favourite acoustic,Dream,the spaced out playlist,2000s,felicidad,french chill,ambiental,french electronica,psychotic,symphonic-electronic,77davez-all-tracks,slow,sexy,fra-ger,ElectronicaDance,francese,best fucking track ever,teh luv,D27CDB6E-AE6D-11CF-96B8-444553540000,saws,alinda the lost girl in long stockings: the official soundtrack,tension muscular,ouh,AmbientDream Pop,onirycznie,adult children,Alternative  Punk,sexi,people in the city,torcidess,urbanism,todo gira,favdango,cafe coco,for a cigarette,chilout,piekne,luv it,todo me da vueltas,slowtempo,EUFORIA,tune-in - turn out,Para el Trip,chillout performers,the case for rejoining humanity,Para la Torcidess,heard on last-fm 09,pachekes,obscura pachekes,big city dreams versus urban myths,Druggs,TAMBALEO,voyageurs,pasidrin,cdprojekt,urbanistyka,exitacion,BeBopDeLula Chills Out,air - people in the city,fern set001,pastillas,desorientacion,quieten,lonche,del putas,dopamina,Un buen viaje,mellowout,ghplus,lirilir,pupilas dilatadas,kiss my belly,ideas locochonas,summer,happy,beautiful,male,Favorite,female vocalists,music,chanson,chill-out,,
1960,Fast lady,The Money Shot,Lady,Rock,dance,Lady Gaga,electronic,party,female vocalists,poker face,wdzh-FM,sexy,electropop,catchy,00s,wkqi-fm,gaga,fun,glam,addictive,2009,love at first listen,dance dance,american,2008,epic,Disco,female vocalist,pokerface,guilty pleasure,I love this song,favorites,amazing,best dance track ever,FUCKING AWESOME,dance pop,rnb,hot,Love,Awesome,club,electronica,singer-songwriter,poker,<3,Lady GaGa - Poker Face,gossip girl,excellent lyrics,female,THE FAME,cool,just wanna dance,best songs 2008,rock,electro,legend,2000s,Love it,Favourite Songs,dance-pop,Guilty Pleasures,all-time favorite songs,techno,redone,feel good,hit,LADY,i had to get up and dance,i adore this regardless of how embarrassing it is,i am ashamed i listen to this,just awesome,english,dance around the room,Electronic Hip Hop Pop,sing it sister,fucking brilliant,soundtrack to my gay life,often stuck in my head,gotta love the lesbian subtext,synthpop,West Coast swing,obsessed with this,USA,epic live,super,gay club,banger,great,hip hop,Fierce,good mood,i luv da beat,amayzes loved,House,sz,critically acclaimed song,i cant believe why i am listening to this,hypnotic shit,funky,Energetic,the fame monster,the best,,
1961,The Yolks,Introducing The Yolks,I Do What I Do,Rock,alternative,alternative rock,Garage Rock,cover,indie,covers,indie rock,The White Stripes,blues rock,blues,sexy,american,white stripes,Favourite Songs,00s,Favourites,2003,Love,favorites,kate moss,jack white,Morose Deep dilate Crimson,Awesome,garage,songs to play after a breakup,male vocalists,Arguman-loved tracks,Retro,favourite,blues-rock,good covers,detroit,when im sad,underwear dancing music,Awesome Guitar Jam,The Covers Record,2000s,N I C E,best covers of all time,Alternative  Punk,d e l i c i o u s,w e e d,igneoustempest,c o o l,d e e p,slow and sexy,Alternativo,hard rock,breakup song,r o c k,S E X Y,love at first listen,cover song,Favorite,classic rock,amazing lyrics,u n i q u e,c l a s s i c,i n t e n s e,s p e c i a l,guitar,somafm,very Q,loved,interesting,favorite song off an album,porn groove,alltime fave songs,i just dont know what to do with myself,Awesome Guitar Jams,17,great cover,kick ass,stripes,dusty springfield cover,Dedicated To,Grunge,brilliant,covers that outstrip the originals,best,Bagel,epic,breakup,british,cool,garage rock revival,God of rock,nice sound,red and white love,They do the original justice,waterfront,auto nachts,Bluesy Alt-rock,nutshell radio,owoce pelne morza,raspberry juice,Almost Legend,tempestas choice,,
1962,The Set of Red Things,Who Touches Pitch Defiles Herself,Babies,Rock,simply red,soul,90s,rock,romantic,80s,Love,british,easy listening,male vocalists,chill,soft rock,beautiful,singer-songwriter,adult contemporary,chillout,pop rock,alternative,My Best Songs,Blue-Eyed Soul,favorites,1992,slow,smooth,Best 100,lovely,acoustic,oldies,Status Disco Dance,melancholy,soft,for your babies,easy,lovesongs,TheJazzCafeLovedTracks E,liebe,66,Dance L,lounge,my romance,songs of drops,childhood reminders,tavfm,chante pour moi,tarde,c simply red,brain2brain,rusza,greatest background music,All time hit,steady away,racheli,JI,30-Jan,free time,Colin64,tkhere,greatest rock pop,Byron,life song,songs for the afternoon,savelradioni,i love 80s,lyricism,romantic music,just really nice,kuschelrock,hakans best,pohoda MT,mela cueca,paixonite,good ghosts from the past,sexet soul soft soendag,pensativa,pop nostalgia,my top 100,sweet fixes,favorite by this singer,I miss these days sometimes,sea breeze,cloudy sky,Preferidas-D,simpley red,musiksammlung,fH Projex,interessante stimme,Soft Moods,wolfispop,for ur babies,90s soft,jonagat,beppeotros,fhEasy,familiarity,childhood and teen years memories,Dangerous BMT,antenaum,Crybs Special,,
1963,The Set of Red Things,Who Touches Pitch Defiles Herself,Between,Rock,rock,alternative,PANIC AT THE DISCO,indie,alternative rock,pop punk,indie rock,punk rock,favorites,punk,dance,male vocalists,pop rock,Awesome,electronic,pop,catchy,Love,The Only Difference Between Martyrdom And Suicide Is Press Coverage,oh so dancy,Love it,Favorite,00s,panic! at the disco,Panic,american,punk pop,fun,Pop-punk,Favourites,guilty pleasure,techno,cool,god damn long names,dance rock,indie pop,PAtd,favorite songs,Fueled by Ramen,amazing,Energetic,title is a full sentence,Oh so catchy,dancin in undies,dancy,Punk-Pop,FUCKING AWESOME,favourite,electronica,good shit,Pop Barroco,funny,Guilty Pleasures,Pop-Rock,sexy,good,2000s,happy,fast,lets dance,brendon urie,lovely,Favorite Bands,intense,The Only Difference,my music,emo pop punk,energy,2006,on repeat,brilliant,Decaydance,not emo,great,best song titles,emo pop rock,dance punk,screamo,upbeat,male vocals,instantly recognisable,male vocal,male vocalist,Favourite Songs,bands groups,My pop music,Feel Good Music,i hate myself for liking this,industrial jungle pussy punk,the word only,the word different,looooooooooooooooooooooooove this song,the word between,Bridge,the word is,emo-pop,Faves,the word press,,
1964,The Functional Blackouts,Another Planet Sessions,Another Planet,Rock,new wave,power pop,70s,rock,punk rock,1978,Favourites,british,powerpop,Pitchfork 500,the only ones,post-punk,Awesome,f50 1978,another planet,indie,festive fifty,john peels festive 50 1978,alternative,Love,heroin,John Peel,loved on lastfm,love songs by crazy people,drugs,favorites,All time favourites,reminds me,happy,group1,Songs that saved your life,music choice: classic alternative,70s punk,Good Stuff,group2,canciones inmortales,indie rock,top 100 tracks by VVG,punky new wave sound,pop,Favourite Songs,acclaimed music top 3000,depression,80s,guitar,group3,VVG,1970s,20th Century,catchy,guitar wankage i dont hate,1976-1981 according to stretchead,neatneatneat,another girl another planet,perfect,a distinctive male lead vocal,electric rhythm guitars,best songs ever,group4,glam rock,nostalgia,floating in space,solos increibles,songs that remind me of boys,major key tonality,festive fifty 1978,classic,prominent organ,a subtle use of vocal harmony,psychedelic,a vocal-centric aesthetic,tantotempotaste,songs from under the floorboards,irish,classic rock,electric rock instrumentation,listen again,sing,play1,Greatest Songs Of All Time,LOVE LOVE LOVE,best intros ever,Another Girl,fav songs,great vocal,great guitar,loved,the pitchfork 500,great song,outfuckingstanding,zum-durch-den-ikea-poebeln,ich-nehm-dir-ein-tape-auf,top500,rock-protopunk,chameleon,Energetic,Makes Me Smile,kids in space,,
1965,The Wire Orchestra,CordinRidin....,Track 12,Rock,emo,rock,screamo,alternative,alternative rock,punk,amazing,emocore,punk rock,track 12-the used,track12,Pieces Mended,The used - track 12,used,pop rock,80s,Love,techno,track 12,good,taste of ink,FAVORITEES,usar,favouritedly,they rock- no pun intended-,i love this band so much,peteton,The Used - Pieces Mended,awsome rock,July,warped tour,warped tour 2004,Dashboard Confessional - Hold On,favourties,awesum,nice emo songs,30 Second to Mars,lik,like the first album better,muack,pew,360shift,used socken,totally 4 real,badly bruised but nothing is broken,screamy but good,the used  track12,The Used Track 12,gdgd,track  12,iloveee,i love this song its a good one,luv this band,The Used Can Jam,marry him stacey,the used 12,secret song,audioase,Pieces Mended- The Used,upbeat fun rock,The Used--Buried Myself Alive,The Used- track 12,fav bands,nostalgia,awesomeness,perfect,rawr,Wicked,Good Stuff,My Favs,music,90s,mistagged track,Favourites,synth pop,college rock,american,favorites,bands,Awesome,new jersey,electronica,cool,nice,metal,stuff on my mp3 player,14,amazing band,alternative punk rock,definitely not emo,Bands seen Live,freak,Have Seen Live,Amazing music,Fuck yes,marry me,i love it,good beat,,
1966,The Wire Orchestra,CordinRidin....,Evolution,Rock,jazz,nu jazz,downtempo,electronic,ambient,nu-jazz,ninja tune,lounge,chill,acid jazz,lovely,relaxed,Mellow,chill out,cinematic,instrumental,Electronic Jazz,atmospheric,british,Bossa Nova,percussion,Reflective,strings,Fusion,music to get the pussy wet,instrumental electronica,loved tracks-according to stretchead,violin,Soundtrack,acoustic,relaxing,night,electronic top,The Gallery,saws,jazz electronic,moja,tranquilizer,electro love,Master Tracks,de mood,chill-electronic,Minimal Entspann,antoniolopez,My Joint,chiilbeats,late night jazz,Cinematic Orchestra,funky,golden light,music to work by,loved it,late night summer driving,Gorgeousness,Cocktails at Sunset,nice,cliq,mind-melting,pure pleasure,relax  enjoy,Filmisch,apuntate este grupo,music to make love on,easy listening,loved according to stretchead,drjazzmrfunkmusic,eyzchill,station 11,riviera lounge,new tracks to investigate,instrument - lounge slight melancholy,jitd Cine,lounjazz 1,chillounge 1,-chill-trip-lounge-down-,sub zero chillout,keeps me relaxing,cozo,el perdido,baristazz,cinereous wisps slithering in lowlight,fgfghfhgfh,slow-drumnbase,track to have sex on,sexy vibes,3 times love,shared emotion and pleasure,smoke-filled rooms,third unattached eyeball,loneliness after dusk,worms59540,man with a movie camera,beautiful percussion,legochillin,JazzXXI,jaz,Pure Beauty,sex music,,
1967,Mike Rep and the Quotas,Black Hole Rock,Black Hole,Rock,hard rock,metal,classic rock,rock,Black Sabbath,70s,doom metal,Stoner Rock,Hole in the Sky,heavy,classic metal,classic,synu,FUCKING AWESOME,British Metal,halloween,Doom,Play this loud enough to raise the dead,Masterpiece,ozzy,dark,favorite songs,Traditional Metal,metal militia,Traditional Doom Metal,album rock,heavy rock,badass,slgdm,guitar,My Favorites,british,brass balls,live,Awesome,Amazing riff,curtis119,Lords of the Boards,uh-goddamn,mitchells badassery,70s metal,Greatest tracks ever,phenomenal guitarwork,Blitzkrieg Pauli Stuff,heavy psych,intellectual metal,honcuks choice,the early heavy,gibson sg,Good Shizz,smeg,homestarrunner in plaid,the best of rock,very emotive,MusicalMessRadio,DAT RIFF,classic british heavy metal,Music Hole,fckn awesome wave of progressive and other kinds of metal,Riffs chingones,packorock,Ervin work playlist,groovious,PM Classic Rock,fantastic opener,metal bom,Majors beloved FM,cecidapropermetal,Sabbath with Ozzy,slgdmbestof,cliche classic,cecidalikedSong,honcuks chargers,8 of 10 stars,9 of 10 stars,greatest riffs,tyngd,i fucking love black sabbath,Black Sabbath-Hole in the Sky,classic heavy metal,favourite tracks,underrated,loved tracks,master,drugs,old school,best,politics,Favourite Songs,Favorite,raw,english,favorites,punk rock,Gothic Metal,thrash metal,post-grunge,Power metal,,
1968,Lightning Bolt,Wonderful Rainbow,Dracula Mountain,Rock,noise rock,experimental,noisecore,hardcore,variables,math rock,alternative,Lightning Bolt,indie,post-punk,punk,Experimental Rock,Akternative Rock,mathcore,i kill things lisen this,raw,Aug-07,painfully good,algebraic,booming,Avant-Garde,recos,summer 2007,Progressive,fisting for compliments,instrumental,rock,stoned on the dancefloor,cardiacs having sex with zoogs rift,to or not,crazy drum,fucking fun,lightning bolt dracula moutain,industrial indie,speakerrippingandeardrumbloyingcore,what is rock exactly and does it matter,so fcking good,no-core,testy,FUCKING WIN,asparagus favorite fried delight,sick band,apocaliptica,blingtacular,devilish things,trippin it southward bantha style,do ogarniecia,a bit schraeg,pitchfork music festival 2010,ultimate -fuck you- music,my ears my ears,pitchfork Top 500 Tracks of the 2000s,punk noise hardcore rocknroll,crash blam blam,manupoda,better than AxemRangers,tortuque,Freak Circus,honey heartbeat,noise-hardcore,bulla sabrosa,buka je bolja od muzike,Cylon,TNPHP Birthday Party,audiosurf,mad doc,best song ive heard in my life,pisda kak kruto,you are listening to radio oink please drop dead in one two three,rawk in a rocketship on route to the sun,industrialie,indiestrual,fuck yeah,spazz-out favorites,hell yes,monster,Hell Yeah,rhode island,providence,song,best song ever,red,00s,Zeuhl,crazy,Hella,pogo,Jam,amazing,Rock and Roll,loud,epic,Awesome,post-rock,metalcore,Sludge,cool,aggressive,,
1969,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Vietnam,Rock,psychedelic,rock,indie rock,drone,texas,Neo-Psychedelia,drugs,indie,Stoner Rock,Garage Rock,The Black Angels,chill906,drone rock,alternative,heavy rotation,Psychotaze,psych rock,psych-rock,psychedelic drone,ghosts of vietnam,alcohol rock,desert rock,fuzz,hypnotic,stoner,american,tidy byt,2005,garage,psych,atmospheric,austin,political,alternative rock,22-Dec-06 mix,stonesoup,Fuck me like Bowie,fall 2008,world peace and justice,retro-active,one two thirty-six,rockin stuv,transitglambat,my pale blue eyes,drone out,Moptracks,the first vietnamese war,pixie in love,2 from each,radio as i want it,new guitar bands,SGLT,surferosa65s-psychedelic,up on trial,station 8,Exploding Chimney,my rock soundtrack,chaser i,absolutte favoritter,a bad idea whose time has come,Dioboss,lightintheattic,leaving texas,songs about violence,hall 3,trans2008,smoke great disease,Brain,albums I own,want to see live,Joy Division,The Shit,420,alcohol,angsty,weird shit,trippy,One,Black,intense,Good Stuff,The Doors,Favourites,post-punk,beautiful,americana,swirly dark beauty,70s revival,Alternative  Punk,Bagel,tune in,creeping chaos,blingtacular,brom,stoner pop,pop-pickers,somafm,harder,,
1970,Delusions of Grandeur,Loved Like a Milkshake: A Tribute to Wesley Willis,Alanis Morissette,Rock,cover,acoustic,alanis morissette,live,rock,pop,Unplugged,Canadian,covers,singer-songwriter,alternative,alanis,pop rock,The Police,female,90s,Mellow,easy listening,female vocalist,king of pain,MTV Unplugged,piano,beautiful,female vocals,alternative rock,police cover,mtv,indie,folk,pain,female singer-songwriter,mid,sting,cool,Alanis Morissette - King of pain,canada,aitch,female solo,aitchlive,songwriter,romantic,Ottawa,soft female rock,chicks,singer songwriter,female artists,Low,RockPop,chick rock,soft pop,aitchinternational,oh its a lady,good for thinking,Female Voices,Love,chillout,lounge,cover version,favorites,guitar,female vocal,chill,Favorite,slow,woman,aitchcover,female singer-songwriters,favorite songs,handsbetweenlegs,Dont Cry,elises favourite songs,metaphor,strangelands keep-in-mind songs,song noir,past past,kul,elises favourite covers,4 minute madness,Version,autumnsongs,female covers,chill out tunes,muka muka,lani,roses and whiskers,dia de los muertos,The Police - King of Pain,KOP,Elis Regina,Star Star,singer & songwriter,Marisa Monte,LOVELOVE,delicious tracks,exquisite,canadian eh,10s,listen to again,,
1971,Animals & Men,Convulsive ep,I,Rock,indie,indie folk,acoustic,british,bluegrass,indie rock,Alternative Folk,Contempororyfolk,alternative,DJB Glastonbury 2011,sad,heart,perfect to listen to while leaving the planet,folk rock,linfocito,loved,rock,mumford and Sons,She Hates Me,intense,Unrequited Love,2009,gilbert,u,2000s,male vocalists,rainy,here be banjos,love at first listen,choir boy,my heart is a jerk,one perfect line,you,heartbreak,Mellow,haunting,americana,genius,pop,Trailblazing,songs i should put in a fanmix someday,sounds like dave matthews,do wieczornych rozmyslan,yankie doodle,you need fckin good headphones to realize the awesomeness of this song,ritornare,calvinandhobbes,Lov it love it and I really love it,Madison Violet,gimme some drama baby,st-rock-alternative,lieblingslieder kw,music to drown yourself in a candle-lit bathtub to,majotag,chyba to kocham,Burn One,listen ccpl,soul crushing,stonesoup,gute Stimme,I understand a word,sexy time music,i am at the window and it is raining,recos,fleet,summertime ju,Arvlfgijs lbgj--,boyamaca,breaks my heart into a million fucking  pieces,catherine maclellan,pizzanight,Casp,these are the silence to my S4E8,Band: Mumford and Sons,mumfords,deanandcas,quarkzangsun v1,opaque nature,Mumford und Sons,i can listen to over and over again,Mumford and Sons Sigh No More,vocal chords of gold,pheromones 00s,lytte mer,Head Groovage,pheromones sadness,NCS2,songs you can perfectly scream through the whole house,fontaine james,8 of 10 stars,got me through 2010,md-highway,christian underground,md-feel strange,checkout,folkish,beauty,male vocal,,
1972,Family Of The Year,Thank You,Let's Go Down,Rock,classic rock,elton john,rock,british,70s,singer-songwriter,piano rock,male vocalists,piano,Ballad,adult contemporary,oldies,soft rock,80s,classic,ballads,rock ballad,Love,glam rock,beautiful,easy listening,slgdmtopalbums,pop rock,favorites,Mellow,tz,acoustic,Popular Rock Vocalist,slow songs,1974,UK,effortless beautiful sound,poprock,classic piano rock,easy,male vocalist,earth sun moon,1970s,theatrical,fav,soft,tear-inducer,so so,pop music tag,calm,britpop,Favorite,panty31772,dont let the sun go down on me,geros,the word dont,the word down,wnic,the word go,the word let,5 of 10 stars,the word sun,sun moon stars,the word me,contraction songs,the word on,first person songs,song titles: six words or more,90 - NINETIES,Georges Diner,afn,good slow song,the very best of the 70s,absolutely fucking beautiful,you need to hear this,sofia,ohmyfuckinggod I LOVE THIS SONG,solar system songs,classic 70s,sir elton,unbekannt,he had the blues,dont go to bed angry,UK Invasion,rex ferric faves,top 2000,197,playlist ccpl,Bella questa,title is a full sentence,ratagorda,all of my songs,ckassic rock,crossroads ccpl,rbvg,Arbeitsmusik,Elton John Radio,new gay music,Absolutely takes my breath away,sofiaradio,mazaras,i know every single word,slgdmbestof,,
1973,The Snails,The Snails on The Outside World,Lost at Sea,Rock,the decemberists,alternative,indie rock,sad,folk,melancholy,acoustic,indie folk,rock,beautiful,amayzes loved,Mellow,Love,aitchchill,Favourites,portland,indie pop,davaho53,songs about the sea,nautical,ocean,00s,hurts,aitch,quiet,sleepy,haunting,pre-college nostalgia,pseudocover,singer-songwriter,Awesome,chill,epic,favorites,HEY LOVE,the songs that changed your life,loveliness in audio form,insomniac hour,lovey dovey ACHE,songs that i love singing,DRY DRY fagular loverrr HEART,bezaubernd,nuodaifav,depressive melodic genius song,songs that knock me out,the big questions,we both go down,Ugress - Manhattan Sapphire,Songs Seen Live,a plank-walkers hymnal,myth tickle,i love thies song so MUCh,songs to sleep to,6 of 10 stars,reminds me of mike,Picaresque,mr postman,songs to break your heart to,Indie Romance,lost at sea,slow-paced,melancholy falling,AC music,know how to play,Investigate more,better than the beatles,Stuff from Rob,alyssa,not-emo,shh,dr small jukebox,to own and possess,nautical-rock,nobody-to-kill-is-perfect,dont get lost at sea-get lost in me,modern love breaks me,seaside soundtrack,hauntingly hypnotizing,truskawkowe,do you have a letter for me,Sad Song With A Nautical Theme,Especially WARM TROPICAL SEAS,aitchepic,Es regnet Kaviar,bar harbor,LoVes the Sea,feet firmly planted on the ground,MOONH8SUN,not lost at sea,scarring party,the songs with really long titles that i like to listen to in the dark while shaking a snowglobe,makes me down,ga ik zien,stuff i will own really soon,commandeer is a nautical term,songs to download later,my indie pop,a long red glare,,
1974,The Pink Noise,Gilded Flowers,Lips #2,Rock,psychedelic,alternative,indie,rock,experimental,indie rock,alternative rock,blaengar,trippy,electronic,Glitter Grind and Static,Psychedelic Rock,noise pop,Neo-Psychedelia,pop,dream pop,trip-hop,melancholic,noise rock,2002,polyaztone,synth,The Flaming Lips,00s,noise,concept album,under three minutes,Morose Deep dilate Crimson,fun,electronica,Flaming Lips,new2,no lyrics,geggy radio,crazy,robots,risa,asparagus favorite fried delight,Progressive rock,Alternative  Punk,title track,groovy,funky,multi-layered,quirky,explosion,misc rock,Awesome,sweet stuff,tagteamers intrumentals,cacaphony,love track,kaleidoscopic,too much with the screaming,topshelf,kaijalemeeldib,influental,descent,electrogefrickel,newport rock,fighting,fun-in-summer,asparagus food color confetti,favorite composers,best intro,cool beat,maroon,My Jam,700,kummaa,tagteamers,Gowno,genrelessimo,massive intro,enourmous,tnphp numbers,slordig,secrets and spies,yoshimi battles the pink robots pt 2---the flaming lips,american i like,i know my colors,add this to Playlist,headed straight into to shining sun,ThinkGeek,friendsofthekingofrummelpop,abstract soundz,rainbow pants,chrismac,climactic tubular bells,Flaming Lips  Yoshimi Battles,powinienem zyc 10 lat temu,new world fair,when we were older and our hair was longer,flaming l,christophers radio,walkman music,shit i adore,life on a weed,,
1975,The Pink Noise,Gilded Flowers,Glam,Rock,indie,rock,alternative,The Killers,alternative rock,american,favorites,glamorous indie rock and roll,00s,Favourites,Awesome,indie rock and roll,FUCKING AWESOME,love at first listen,synth rock,hard rock,Love,Post-punk revival,most loved,male vocalists,Grunge,to listen screaming,geniusly composed,epic,metal,Killers,shout out,good music,it is indie rock and roll for me,Favorite,guitar,2004,amazing,USA,aitch,male vocalist,Alternative  Punk,feel good,pop,cool,alt. rock,Favorite Bands,aitchsonic,aitchepic,lovely,songs I can listen to over and over,2000s,glam rock,american rock,<3,jam hot,electronic,geil,songs that you wanna listen to over and over again,emo,new wave,MOONH8SUN,theme song,aitchawake,aitchchill,happy,beautiful,soundtrack of my teenage years,aitchknight,Music From the OC,Awake,chill,funny title,sonic rock,re-discovery 2006,mbta,singing in the car,songs I like to sing,viaje,god yeah,indie college,old skool faves,walk in the park,identity,fall in love,awesome ending,cheers me up,brandon flowers,all my music,americain,fav0urit3,You and Me,one of my all time favourites,best song titles,worst songs ever,indiedisco,the last second mix,lawlz,Top1000,MA PLAYLIST,21st century,The Killers Favorites,fail,,
1976,The Pink Noise,Gilded Flowers,Toad,Rock,alternative,rock,alternative rock,toad the wet sprocket,pop,Favorite,music choice: classic alternative,High School,indie,favorite songs,chill,Soundtrack Of My Life,margaritaville,Faves,homebrewing music,male vocalists,pillow pets,My 90s,Lone Palm Coffee,soft rock,nostalgia,Mellow,love songs,melancholy,happy smiley,back in the day,1992,top 40,Adult Alternative,summer songs,literatec favorites,alt pop,90's,male vocal,pop rock,all i want,Toad,american,favorites,Grunge,Awesome,acoustic,Love,soulsongs,toadthewetsprocket alliwant melowrock,feelgood goodies,yammy,i know all the words to this,sing it if ya know it,WOXY Vintage,sg toon bin,All I Want by Toad the Wet Sprocket,cistin,psychobaby,Discoverockult,reminisce,So 90s,High School Memories,hip hop tuga,songs I absolutely love,dont look back you can never look back,good older ones,bands that got me through teenagehood,Cool 90s,essential 90s,90s nostalgia,mellow alternative rock,nastalgia,playing with fire,Rock i like,helped me make it through the 90s,My pop music,my wedding,it isnt about you,90coop,bpluscoop,ArtistToKnow,New Dudes,96wave,five5stars,dance planet x,apumrwork,shalnen,Toad the Wet Sprocket All I Want,scarebears loved tracks,oneshotnot,Good Faster,237s 90s,237s alternative,3 of 10 stars,music choice: adult alternative,ccpl light rock,ccpl playlist,ccpl like,playlist ccpl,love ccpl,workplace mix radio ccpl,for flavio,,
